tick_number,sensor_x,sensor_y
17,34.285714285714285,17.714285714285715
18,34.285714285714285,17.714285714285715
19,34.285714285714285,17.714285714285715
20,34.285714285714285,17.714285714285715
21,34.285714285714285,17.714285714285715
22,34.285714285714285,17.714285714285715
23,34.285714285714285,17.714285714285715
24,34.285714285714285,17.714285714285715
25,34.285714285714285,17.714285714285715
26,34.285714285714285,17.714285714285715
27,34.285714285714285,17.714285714285715
28,34.285714285714285,17.714285714285715
29,34.285714285714285,17.714285714285715
30,34.285714285714285,17.714285714285715
31,34.285714285714285,17.714285714285715
32,34.285714285714285,17.714285714285715
33,34.285714285714285,17.714285714285715
34,34.285714285714285,17.714285714285715
35,34.285714285714285,17.714285714285715
36,34.285714285714285,17.714285714285715
65,34.285714285714285,34.285714285714285
66,34.285714285714285,34.285714285714285
67,34.285714285714285,34.285714285714285
68,34.285714285714285,34.285714285714285
69,34.285714285714285,34.285714285714285
71,34.285714285714285,34.285714285714285
72,34.285714285714285,34.285714285714285
73,34.285714285714285,34.285714285714285
74,34.285714285714285,34.285714285714285
75,34.285714285714285,34.285714285714285
76,34.285714285714285,34.285714285714285
77,34.285714285714285,34.285714285714285
78,34.285714285714285,34.285714285714285
79,34.285714285714285,34.285714285714285
80,34.285714285714285,34.285714285714285
81,34.285714285714285,34.285714285714285
82,34.285714285714285,34.285714285714285
83,34.285714285714285,34.285714285714285
85,34.285714285714285,34.285714285714285
87,34.285714285714285,34.285714285714285
89,34.285714285714285,34.285714285714285
90,34.285714285714285,34.285714285714285
91,34.285714285714285,34.285714285714285
92,34.285714285714285,34.285714285714285
93,34.285714285714285,34.285714285714285
94,34.285714285714285,34.285714285714285
95,34.285714285714285,34.285714285714285
96,34.285714285714285,34.285714285714285
98,34.285714285714285,34.285714285714285
100,34.285714285714285,34.285714285714285
104,34.285714285714285,34.285714285714285
105,34.285714285714285,34.285714285714285
106,34.285714285714285,34.285714285714285
107,34.285714285714285,34.285714285714285
108,34.285714285714285,34.285714285714285
110,34.285714285714285,34.285714285714285
112,34.285714285714285,34.285714285714285
125,34.285714285714285,34.285714285714285
148,34.285714285714285,34.285714285714285
150,34.285714285714285,34.285714285714285
151,34.285714285714285,34.285714285714285
152,34.285714285714285,34.285714285714285
153,34.285714285714285,34.285714285714285
154,34.285714285714285,34.285714285714285
155,34.285714285714285,34.285714285714285
156,34.285714285714285,34.285714285714285
157,34.285714285714285,34.285714285714285
158,34.285714285714285,34.285714285714285
159,34.285714285714285,34.285714285714285
160,34.285714285714285,34.285714285714285
161,34.285714285714285,34.285714285714285
162,34.285714285714285,34.285714285714285
163,34.285714285714285,34.285714285714285
164,34.285714285714285,34.285714285714285
165,34.285714285714285,34.285714285714285
167,34.285714285714285,34.285714285714285
168,34.285714285714285,34.285714285714285
169,34.285714285714285,34.285714285714285
171,34.285714285714285,34.285714285714285
175,34.285714285714285,34.285714285714285
184,34.285714285714285,34.285714285714285
185,34.285714285714285,34.285714285714285
186,34.285714285714285,34.285714285714285
187,34.285714285714285,34.285714285714285
188,34.285714285714285,34.285714285714285
189,34.285714285714285,34.285714285714285
190,34.285714285714285,34.285714285714285
191,34.285714285714285,34.285714285714285
192,34.285714285714285,34.285714285714285
193,34.285714285714285,34.285714285714285
194,34.285714285714285,34.285714285714285
195,34.285714285714285,34.285714285714285
196,34.285714285714285,34.285714285714285
197,34.285714285714285,34.285714285714285
198,34.285714285714285,34.285714285714285
199,34.285714285714285,34.285714285714285
200,34.285714285714285,34.285714285714285
201,34.285714285714285,34.285714285714285
202,34.285714285714285,34.285714285714285
203,34.285714285714285,34.285714285714285
204,34.285714285714285,34.285714285714285
205,34.285714285714285,34.285714285714285
206,34.285714285714285,34.285714285714285
207,34.285714285714285,34.285714285714285
208,34.285714285714285,34.285714285714285
209,34.285714285714285,34.285714285714285
210,34.285714285714285,34.285714285714285
211,34.285714285714285,34.285714285714285
212,34.285714285714285,34.285714285714285
213,34.285714285714285,34.285714285714285
214,34.285714285714285,34.285714285714285
215,34.285714285714285,34.285714285714285
216,34.285714285714285,34.285714285714285
217,34.285714285714285,34.285714285714285
218,34.285714285714285,34.285714285714285
219,34.285714285714285,34.285714285714285
220,34.285714285714285,34.285714285714285
221,34.285714285714285,34.285714285714285
222,34.285714285714285,34.285714285714285
223,34.285714285714285,34.285714285714285
224,34.285714285714285,34.285714285714285
225,34.285714285714285,34.285714285714285
226,34.285714285714285,34.285714285714285
227,34.285714285714285,34.285714285714285
228,34.285714285714285,34.285714285714285
229,34.285714285714285,34.285714285714285
230,34.285714285714285,34.285714285714285
231,34.285714285714285,34.285714285714285
232,34.285714285714285,34.285714285714285
233,34.285714285714285,34.285714285714285
234,34.285714285714285,34.285714285714285
235,34.285714285714285,34.285714285714285
236,34.285714285714285,34.285714285714285
237,34.285714285714285,34.285714285714285
238,34.285714285714285,34.285714285714285
239,34.285714285714285,34.285714285714285
240,34.285714285714285,34.285714285714285
241,34.285714285714285,34.285714285714285
242,34.285714285714285,34.285714285714285
243,34.285714285714285,34.285714285714285
244,34.285714285714285,34.285714285714285
245,34.285714285714285,34.285714285714285
246,34.285714285714285,34.285714285714285
247,34.285714285714285,34.285714285714285
248,34.285714285714285,34.285714285714285
249,34.285714285714285,34.285714285714285
250,34.285714285714285,34.285714285714285
251,34.285714285714285,34.285714285714285
252,34.285714285714285,34.285714285714285
253,34.285714285714285,34.285714285714285
254,34.285714285714285,34.285714285714285
255,34.285714285714285,34.285714285714285
256,34.285714285714285,34.285714285714285
257,34.285714285714285,34.285714285714285
258,34.285714285714285,34.285714285714285
