tick_number,sensor_x,sensor_y
0,26.0,26.0
1,26.0,26.0
2,26.0,26.0
3,26.0,26.0
4,26.0,26.0
5,26.0,26.0
6,26.0,26.0
7,26.0,26.0
8,26.0,26.0
9,26.0,26.0
10,26.0,26.0
11,26.0,26.0
12,26.0,26.0
13,26.0,26.0
14,26.0,26.0
15,26.0,26.0
16,26.0,26.0
17,26.0,26.0
18,26.0,26.0
19,26.0,26.0
20,26.0,26.0
21,26.0,26.0
22,26.0,26.0
23,26.0,26.0
24,26.0,26.0
25,26.0,26.0
26,26.0,26.0
27,26.0,26.0
28,26.0,26.0
29,26.0,26.0
30,26.0,26.0
31,26.0,26.0
32,26.0,26.0
33,26.0,26.0
34,26.0,26.0
35,26.0,26.0
36,26.0,26.0
37,26.0,26.0
38,26.0,26.0
39,26.0,26.0
40,26.0,26.0
41,26.0,26.0
42,26.0,26.0
43,26.0,26.0
44,26.0,26.0
45,26.0,26.0
46,26.0,26.0
47,26.0,26.0
48,26.0,26.0
49,26.0,26.0
50,26.0,26.0
51,26.0,26.0
52,26.0,26.0
53,26.0,26.0
54,26.0,26.0
55,26.0,26.0
56,26.0,26.0
57,26.0,26.0
58,26.0,26.0
59,26.0,26.0
60,26.0,26.0
61,26.0,26.0
62,26.0,26.0
63,26.0,26.0
64,26.0,26.0
65,26.0,26.0
66,26.0,26.0
67,26.0,26.0
68,26.0,26.0
69,26.0,26.0
70,26.0,26.0
71,26.0,26.0
72,26.0,26.0
73,26.0,26.0
74,26.0,26.0
75,26.0,26.0
76,26.0,26.0
77,26.0,26.0
78,26.0,26.0
79,26.0,26.0
80,26.0,26.0
81,26.0,26.0
82,26.0,26.0
83,26.0,26.0
84,26.0,26.0
85,26.0,26.0
86,26.0,26.0
87,26.0,26.0
88,26.0,26.0
89,26.0,26.0
90,26.0,26.0
91,26.0,26.0
92,26.0,26.0
93,26.0,26.0
94,26.0,26.0
95,26.0,26.0
96,26.0,26.0
97,26.0,26.0
98,26.0,26.0
99,26.0,26.0
100,26.0,26.0
101,26.0,26.0
102,26.0,26.0
103,26.0,26.0
104,26.0,26.0
105,26.0,26.0
106,26.0,26.0
107,26.0,26.0
108,26.0,26.0
109,26.0,26.0
110,26.0,26.0
111,26.0,26.0
112,26.0,26.0
113,26.0,26.0
114,26.0,26.0
115,26.0,26.0
116,26.0,26.0
117,26.0,26.0
118,26.0,26.0
119,26.0,26.0
120,26.0,26.0
121,26.0,26.0
122,26.0,26.0
123,26.0,26.0
124,26.0,26.0
125,26.0,26.0
126,26.0,26.0
127,26.0,26.0
128,26.0,26.0
129,26.0,26.0
130,26.0,26.0
131,26.0,26.0
132,26.0,26.0
133,26.0,26.0
134,26.0,26.0
135,26.0,26.0
136,26.0,26.0
137,26.0,26.0
138,26.0,26.0
139,26.0,26.0
140,26.0,26.0
141,26.0,26.0
142,26.0,26.0
143,26.0,26.0
144,26.0,26.0
145,26.0,26.0
146,26.0,26.0
147,26.0,26.0
148,26.0,26.0
149,26.0,26.0
150,26.0,26.0
151,26.0,26.0
152,26.0,26.0
153,26.0,26.0
154,26.0,26.0
155,26.0,26.0
156,26.0,26.0
157,26.0,26.0
158,26.0,26.0
159,26.0,26.0
160,26.0,26.0
161,26.0,26.0
162,26.0,26.0
163,26.0,26.0
164,26.0,26.0
165,26.0,26.0
166,26.0,26.0
167,26.0,26.0
169,26.0,26.0
170,26.0,26.0
171,26.0,26.0
173,34.285714285714285,17.714285714285715
175,34.285714285714285,17.714285714285715
177,26.0,26.0
178,26.0,26.0
179,26.0,26.0
180,26.0,26.0
181,26.0,26.0
182,26.0,26.0
183,26.0,26.0
184,26.0,26.0
185,26.0,26.0
186,26.0,26.0
188,34.285714285714285,17.714285714285715
190,34.285714285714285,17.714285714285715
191,34.285714285714285,17.714285714285715
192,34.285714285714285,17.714285714285715
193,34.285714285714285,17.714285714285715
194,34.285714285714285,17.714285714285715
195,34.285714285714285,17.714285714285715
196,34.285714285714285,17.714285714285715
197,34.285714285714285,17.714285714285715
198,34.285714285714285,17.714285714285715
199,34.285714285714285,17.714285714285715
200,34.285714285714285,17.714285714285715
201,34.285714285714285,17.714285714285715
202,34.285714285714285,17.714285714285715
203,34.285714285714285,17.714285714285715
204,34.285714285714285,17.714285714285715
205,34.285714285714285,17.714285714285715
206,34.285714285714285,17.714285714285715
207,34.285714285714285,17.714285714285715
208,34.285714285714285,17.714285714285715
209,34.285714285714285,17.714285714285715
210,34.285714285714285,17.714285714285715
211,34.285714285714285,17.714285714285715
212,34.285714285714285,17.714285714285715
213,34.285714285714285,17.714285714285715
214,34.285714285714285,17.714285714285715
215,34.285714285714285,17.714285714285715
216,34.285714285714285,17.714285714285715
217,34.285714285714285,17.714285714285715
218,34.285714285714285,17.714285714285715
219,34.285714285714285,17.714285714285715
220,34.285714285714285,17.714285714285715
221,34.285714285714285,17.714285714285715
222,34.285714285714285,17.714285714285715
223,34.285714285714285,17.714285714285715
224,34.285714285714285,17.714285714285715
225,34.285714285714285,17.714285714285715
226,34.285714285714285,17.714285714285715
227,34.285714285714285,17.714285714285715
228,34.285714285714285,17.714285714285715
229,34.285714285714285,17.714285714285715
230,34.285714285714285,17.714285714285715
231,34.285714285714285,17.714285714285715
232,34.285714285714285,17.714285714285715
233,34.285714285714285,17.714285714285715
234,34.285714285714285,17.714285714285715
235,34.285714285714285,17.714285714285715
236,34.285714285714285,17.714285714285715
237,34.285714285714285,17.714285714285715
238,34.285714285714285,17.714285714285715
239,34.285714285714285,17.714285714285715
240,34.285714285714285,17.714285714285715
241,34.285714285714285,17.714285714285715
242,34.285714285714285,17.714285714285715
243,34.285714285714285,17.714285714285715
244,34.285714285714285,17.714285714285715
245,34.285714285714285,17.714285714285715
246,34.285714285714285,17.714285714285715
247,34.285714285714285,17.714285714285715
248,34.285714285714285,17.714285714285715
249,34.285714285714285,17.714285714285715
250,34.285714285714285,17.714285714285715
251,34.285714285714285,17.714285714285715
252,34.285714285714285,17.714285714285715
253,34.285714285714285,17.714285714285715
254,34.285714285714285,17.714285714285715
255,34.285714285714285,17.714285714285715
256,34.285714285714285,17.714285714285715
257,34.285714285714285,17.714285714285715
258,34.285714285714285,17.714285714285715
259,34.285714285714285,17.714285714285715
260,34.285714285714285,17.714285714285715
261,34.285714285714285,17.714285714285715
262,34.285714285714285,17.714285714285715
263,34.285714285714285,17.714285714285715
264,34.285714285714285,17.714285714285715
265,34.285714285714285,17.714285714285715
266,34.285714285714285,17.714285714285715
267,34.285714285714285,17.714285714285715
268,34.285714285714285,17.714285714285715
269,34.285714285714285,17.714285714285715
270,34.285714285714285,17.714285714285715
271,34.285714285714285,17.714285714285715
272,34.285714285714285,17.714285714285715
273,34.285714285714285,17.714285714285715
274,34.285714285714285,17.714285714285715
275,34.285714285714285,17.714285714285715
276,34.285714285714285,17.714285714285715
277,34.285714285714285,17.714285714285715
278,34.285714285714285,17.714285714285715
279,34.285714285714285,17.714285714285715
280,34.285714285714285,17.714285714285715
281,34.285714285714285,17.714285714285715
282,34.285714285714285,17.714285714285715
283,34.285714285714285,17.714285714285715
284,34.285714285714285,17.714285714285715
285,34.285714285714285,17.714285714285715
286,34.285714285714285,17.714285714285715
287,34.285714285714285,17.714285714285715
288,34.285714285714285,17.714285714285715
289,34.285714285714285,17.714285714285715
290,34.285714285714285,17.714285714285715
291,34.285714285714285,17.714285714285715
292,34.285714285714285,17.714285714285715
293,34.285714285714285,17.714285714285715
294,34.285714285714285,17.714285714285715
295,34.285714285714285,17.714285714285715
296,34.285714285714285,17.714285714285715
297,34.285714285714285,17.714285714285715
298,34.285714285714285,17.714285714285715
299,34.285714285714285,17.714285714285715
300,34.285714285714285,17.714285714285715
301,34.285714285714285,17.714285714285715
302,34.285714285714285,17.714285714285715
303,34.285714285714285,17.714285714285715
304,34.285714285714285,17.714285714285715
305,34.285714285714285,17.714285714285715
306,34.285714285714285,17.714285714285715
307,34.285714285714285,17.714285714285715
309,26.0,26.0
311,34.285714285714285,17.714285714285715
312,34.285714285714285,17.714285714285715
313,34.285714285714285,17.714285714285715
314,34.285714285714285,17.714285714285715
315,34.285714285714285,17.714285714285715
316,34.285714285714285,17.714285714285715
317,34.285714285714285,17.714285714285715
318,34.285714285714285,17.714285714285715
319,34.285714285714285,17.714285714285715
320,34.285714285714285,17.714285714285715
321,34.285714285714285,17.714285714285715
322,34.285714285714285,17.714285714285715
323,34.285714285714285,17.714285714285715
324,34.285714285714285,17.714285714285715
325,34.285714285714285,17.714285714285715
326,34.285714285714285,17.714285714285715
327,34.285714285714285,17.714285714285715
328,34.285714285714285,17.714285714285715
329,34.285714285714285,17.714285714285715
330,34.285714285714285,17.714285714285715
331,34.285714285714285,17.714285714285715
332,34.285714285714285,17.714285714285715
333,34.285714285714285,17.714285714285715
334,34.285714285714285,17.714285714285715
335,34.285714285714285,17.714285714285715
336,26.0,26.0
337,26.0,26.0
338,26.0,26.0
339,26.0,26.0
340,26.0,26.0
341,26.0,26.0
342,26.0,26.0
343,26.0,26.0
344,26.0,26.0
345,26.0,26.0
346,26.0,26.0
347,26.0,26.0
348,26.0,26.0
349,26.0,26.0
350,26.0,26.0
351,26.0,26.0
352,26.0,26.0
353,26.0,26.0
354,26.0,26.0
355,26.0,26.0
356,26.0,26.0
357,26.0,26.0
358,26.0,26.0
359,26.0,26.0
360,26.0,26.0
361,26.0,26.0
362,26.0,26.0
363,26.0,26.0
364,26.0,26.0
365,26.0,26.0
366,26.0,26.0
367,26.0,26.0
368,26.0,26.0
369,26.0,26.0
370,26.0,26.0
371,26.0,26.0
372,26.0,26.0
373,26.0,26.0
374,26.0,26.0
375,26.0,26.0
376,26.0,26.0
377,26.0,26.0
378,26.0,26.0
379,26.0,26.0
380,26.0,26.0
381,26.0,26.0
382,26.0,26.0
383,26.0,26.0
384,26.0,26.0
385,26.0,26.0
386,26.0,26.0
387,26.0,26.0
388,26.0,26.0
389,26.0,26.0
390,26.0,26.0
391,26.0,26.0
392,26.0,26.0
393,26.0,26.0
394,26.0,26.0
395,26.0,26.0
396,26.0,26.0
397,26.0,26.0
398,26.0,26.0
399,26.0,26.0
